netst,stlo,stla,timerange,fband,fmin,fmax,fwcen,intb,intQ,mean_free,scaling_amp,tbeg,tend,noiselevel,madratio,data_path,Q-1,fmid,vs30
CI.NCH,-119.67395,34.942699,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.5,37.699,0.2,1.635098,1.0,10.0,0.00045206,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.026525902543834055,3.0,392.9313
CI.NEE2,-114.618813,34.76759,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.27,17.453,0.2,1.663328,6.0,10.0,0.00245183,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0572967398155045,0.75,413.5103
CI.NEE2,-114.618813,34.76759,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.13,72.498,0.2,1.635993,3.0,19.0,0.00132541,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.013793483958178155,1.5,413.5103
CI.NEE2,-114.618813,34.76759,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.18,104.72,0.2,0.538229,1.0,21.0,0.0001065,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.009549274255156608,3.0,413.5103
CI.NJQ,-120.177368,34.534119,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.15,31.416,0.2,11.682896,6.0,13.0,0.0356806,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.03183091418385536,0.75,472.0453
CI.NJQ,-120.177368,34.534119,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.16,58.905,0.2,5.586407,3.0,24.0,0.00191016,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.016976487564722857,1.5,472.0453
CI.NJQ,-120.177368,34.534119,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.38,49.604,0.2,1.553944,1.0,12.0,0.00016216,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.020159664543182,3.0,472.0453
CI.NSS2,-115.945862,33.555531,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.58,8.125,0.2,1.672709,6.0,12.0,4.492e-05,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.12307692307692308,0.75,351.7116
CI.NSS2,-115.945862,33.555531,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.61,15.45,0.2,0.323215,3.0,13.0,7.48e-06,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.06472491909385114,1.5,351.7116
CI.NSS2,-115.945862,33.555531,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.41,45.975,0.2,0.221264,1.0,17.0,6.03e-06,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.02175095160413268,3.0,351.7116
CI.OAT,-118.614418,34.343609,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.33,14.28,0.2,24.19829,6.0,10.0,0.0229895,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0700280112044818,0.75,522.0
CI.OAT,-118.614418,34.343609,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.14,67.32,0.2,4.106924,3.0,21.0,0.00272005,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.014854426619132503,1.5,522.0
CI.OAT,-118.614418,34.343609,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.14,134.64,0.2,1.215358,1.0,18.0,0.00163325,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.007427213309566251,3.0,522.0
CI.OCP,-116.01931,32.747551,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.01,471.239,0.2,1.166437,6.0,12.0,0.01983372,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0021220654487425702,0.75,474.0424
CI.OCP,-116.01931,32.747551,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.03,314.159,0.2,0.127646,3.0,11.0,0.00177591,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0031831015504887655,1.5,474.0424
CI.OCP,-116.01931,32.747551,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.12,157.08,0.2,1.288115,1.0,14.0,0.00396937,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0063661828367710714,3.0,474.0424
CI.OLI,-117.923721,33.945389,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.05,94.248,0.2,0.855385,6.0,18.0,0.00421238,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.010610304727951787,0.75,310.3732
CI.OLI,-117.923721,33.945389,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.06,157.08,0.2,0.60299,3.0,24.0,0.00082699,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0063661828367710714,1.5,310.3732
CI.OLI,-117.923721,33.945389,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.14,134.64,0.2,2.3536,1.0,25.0,0.00113891,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.007427213309566251,3.0,310.3732
CI.OLP,-116.930191,32.607712,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.37,12.736,0.2,1.593728,6.0,13.0,0.00029438,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.07851758793969849,0.75,482.9911
CI.OLP,-116.930191,32.607712,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.54,17.453,0.2,0.123969,3.0,8.0,5.885e-05,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0572967398155045,1.5,482.9911
CI.OLP,-116.930191,32.607712,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.56,33.66,0.2,5.341447,1.0,17.0,1.182e-05,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.029708853238265005,3.0,482.9911
CI.OSI,-118.723503,34.614498,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.05,94.248,0.2,1.03426,6.0,27.0,0.00321977,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.010610304727951787,0.75,437.0795
CI.OSI,-118.723503,34.614498,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.1,94.248,0.2,1.756383,3.0,31.0,0.00045692,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.010610304727951787,1.5,437.0795
CI.OSI,-118.723503,34.614498,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.2,94.248,0.2,2.252201,1.0,33.0,2.226e-05,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.010610304727951787,3.0,437.0795
CI.PALA,-117.031822,33.38905,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.09,52.36,0.2,1.904638,6.0,23.0,0.00410435,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.019098548510313215,0.75,602.2556
CI.PALA,-117.031822,33.38905,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.03,314.159,0.2,3.076056,3.0,24.0,0.01169578,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0031831015504887655,1.5,602.2556
CI.PALA,-117.031822,33.38905,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.11,171.36,0.2,0.421952,1.0,21.0,0.00041437,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.005835667600373482,3.0,602.2556
CI.PDE,-118.582153,34.44199,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.01,471.239,0.2,1.195653,6.0,10.0,0.03844747,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0021220654487425702,0.75,287.9312
CI.PDE,-118.582153,34.44199,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.26,36.249,0.2,4.174506,3.0,14.0,0.00283692,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.02758696791635631,1.5,287.9312
CI.PDE,-118.582153,34.44199,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.3,62.832,0.2,2.529587,1.0,19.0,0.0001361,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.01591545709192768,3.0,287.9312
CI.PDM,-114.141518,34.30336,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.59,7.987,0.2,1.565008,6.0,12.0,3.282e-05,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.125203455615375,0.75,748.0482
CI.PDM,-114.141518,34.30336,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.23,40.977,0.2,0.038849,3.0,11.0,8.579e-05,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.024403933914146962,1.5,748.0482
CI.PDM,-114.141518,34.30336,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.63,29.92,0.2,0.399008,1.0,12.0,8.02e-06,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.03342245989304812,3.0,748.0482
CI.PDU,-117.638077,34.120701,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.07,67.32,0.2,1.198547,6.0,16.0,0.00604184,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.014854426619132503,0.75,505.5915
CI.PDU,-117.638077,34.120701,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.04,235.619,0.2,0.126778,3.0,25.0,0.00040605,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.00424413990382779,1.5,505.5915
CI.PDU,-117.638077,34.120701,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.53,35.565,0.2,7.429887,1.0,13.0,0.00030954,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.02811753128075355,3.0,505.5915
CI.PEM,-117.870087,34.166889,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.22,21.42,0.2,14.26766,6.0,10.0,0.03643299,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.046685340802987856,0.75,398.0
CI.PEM,-117.870087,34.166889,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.17,55.44,0.2,4.717381,3.0,29.0,0.00035442,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.01803751803751804,1.5,398.0
CI.PEM,-117.870087,34.166889,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.27,69.813,0.2,2.373879,1.0,12.0,0.00218012,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.014323979774540557,3.0,398.0
CI.PER,-117.205292,33.861641,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.14,33.66,0.2,3.233066,6.0,14.0,0.0109471,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.029708853238265005,0.75,563.058
CI.PER,-117.205292,33.861641,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.05,188.496,0.2,0.502768,3.0,10.0,0.00471509,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.005305152363975893,1.5,563.058
CI.PER,-117.205292,33.861641,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.13,144.997,0.2,0.286116,1.0,8.0,0.00176883,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.006896694414367193,3.0,563.058
CI.PGA,-117.063499,33.491402,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.01,471.239,0.2,8.872422,6.0,22.0,0.10070245,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0021220654487425702,0.75,445.2465
CI.PGA,-117.063499,33.491402,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.02,471.239,0.2,2.353372,3.0,31.0,0.00864055,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0021220654487425702,1.5,445.2465
CI.PGA,-117.063499,33.491402,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.09,209.44,0.2,0.851085,1.0,26.0,0.00057241,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.004774637127578304,3.0,445.2465
CI.PLM,-116.862648,33.353611,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.1,47.124,0.2,1.583597,6.0,19.0,0.00375457,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.021220609455903573,0.75,464.3074
CI.PLM,-116.862648,33.353611,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.24,39.27,0.2,0.199986,3.0,6.0,0.00221148,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.025464731347084286,1.5,464.3074
CI.PLM,-116.862648,33.353611,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,2.05,9.195,0.2,1.476694,1.0,2.0,0.00258747,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.1087547580206634,3.0,464.3074
CI.PLR,-115.977745,33.173489,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.07,67.32,0.2,0.515474,6.0,21.0,0.00197663,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.014854426619132503,0.75,754.7418
CI.PLR,-115.977745,33.173489,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.2,47.124,0.2,0.850853,3.0,19.0,0.00042558,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.021220609455903573,1.5,754.7418
CI.PLR,-115.977745,33.173489,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.1,188.496,0.2,0.341825,1.0,11.0,0.0010122,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.005305152363975893,3.0,754.7418
CI.PLS,-117.609062,33.7953,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.02,235.619,0.2,1.606735,6.0,18.0,0.01539097,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.00424413990382779,0.75,560.0
CI.PLS,-117.609062,33.7953,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.16,58.905,0.2,0.554293,3.0,16.0,0.00111183,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.016976487564722857,1.5,560.0
CI.PLS,-117.609062,33.7953,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.12,157.08,0.2,0.869434,1.0,14.0,0.0025035,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0063661828367710714,3.0,560.0
CI.POB2,-116.92382,33.68708,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.12,39.27,0.2,2.227926,6.0,16.0,0.00578342,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.025464731347084286,0.75,564.0
CI.POB2,-116.92382,33.68708,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.08,117.81,0.2,0.128069,3.0,8.0,0.002258,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.008488243782361429,1.5,564.0
CI.POB2,-116.92382,33.68708,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.74,25.472,0.2,2.501779,1.0,9.0,0.00024257,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.03925879396984924,3.0,564.0
CI.POP,-118.394028,34.728497,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.1,47.124,0.2,1.009556,6.0,11.0,0.00791954,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.021220609455903573,0.75,465.7107
CI.POP,-118.394028,34.728497,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.12,78.54,0.2,0.278283,3.0,6.0,0.00670705,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.012732365673542143,1.5,465.7107
CI.POP,-118.394028,34.728497,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.11,171.36,0.2,0.383103,1.0,12.0,0.00134218,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.005835667600373482,3.0,465.7107
CI.PSD,-116.550262,33.823929,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.35,13.464,0.2,9.597337,6.0,12.0,0.0039743,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.07427213309566251,0.75,704.0178
CI.PSD,-116.550262,33.823929,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.23,40.977,0.2,0.282076,3.0,10.0,0.00070657,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.024403933914146962,1.5,704.0178
CI.PSD,-116.550262,33.823929,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.25,75.398,0.2,0.437564,1.0,13.0,0.00028121,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.013262951271917027,3.0,704.0178
CI.PSR,-117.807091,34.091808,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.08,58.905,0.2,4.010187,6.0,14.0,0.02782315,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.016976487564722857,0.75,516.0885
CI.PSR,-117.807091,34.091808,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.15,62.832,0.2,0.94424,3.0,24.0,0.00022895,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.01591545709192768,1.5,516.0885
CI.PSR,-117.807091,34.091808,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.35,53.856,0.2,2.873586,1.0,22.0,2.417e-05,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.018568033273915627,3.0,516.0885
CI.PTD,-118.806862,34.004429,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.12,39.27,0.2,5.754739,6.0,21.0,0.00467989,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.025464731347084286,0.75,422.9087
CI.PTD,-118.806862,34.004429,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.31,30.403,0.2,2.455381,3.0,21.0,7.219e-05,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.03289149097128573,1.5,422.9087
CI.PTD,-118.806862,34.004429,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.64,29.452,0.2,2.475031,1.0,11.0,7.473e-05,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.03395355154149124,3.0,422.9087
CI.PUT,-117.969193,34.691151,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.11,42.84,0.2,0.701654,6.0,14.0,0.00303291,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.023342670401493928,0.75,349.6158
CI.PUT,-117.969193,34.691151,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.2,47.124,0.2,1.662012,3.0,11.0,0.0039408,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.021220609455903573,1.5,349.6158
CI.PUT,-117.969193,34.691151,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.01,1884.956,0.2,0.449871,1.0,14.0,0.00517292,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0005305163621856426,3.0,349.6158
CI.QAD,-119.609261,34.423672,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.01,471.239,0.2,0.102334,6.0,24.0,0.0007947,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0021220654487425702,0.75,399.1582
CI.QAD,-119.609261,34.423672,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.14,67.32,0.2,0.165805,3.0,17.0,0.00024983,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.014854426619132503,1.5,399.1582
CI.QAD,-119.609261,34.423672,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.8,23.562,0.2,1.228489,1.0,7.0,0.00023214,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.042441218911807146,3.0,399.1582
CI.QLC,-119.974251,35.04084,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.12,39.27,0.2,15.273813,6.0,19.0,0.02175148,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.025464731347084286,0.75,350.9268
CI.QLC,-119.974251,35.04084,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.53,17.783,0.2,2.681584,3.0,6.0,0.00737975,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.05623348141483439,1.5,350.9268
CI.QLC,-119.974251,35.04084,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.36,52.36,0.2,0.240273,1.0,4.0,0.00233796,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.019098548510313215,3.0,350.9268
CI.RAG,-116.15139,34.682892,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.31,15.201,0.2,1.524941,6.0,12.0,0.00093072,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.06578514571409776,0.75,560.2457
CI.RAG,-116.15139,34.682892,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.34,27.72,0.2,1.135356,3.0,14.0,0.00018383,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.03607503607503608,1.5,560.2457
CI.RAG,-116.15139,34.682892,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.45,41.888,0.2,0.778788,1.0,14.0,2.811e-05,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.023873185637891522,3.0,560.2457
CI.RCR,-116.309601,33.36237,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.07,67.32,0.2,0.629061,6.0,19.0,0.00246966,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.014854426619132503,0.75,878.0
